Date,Adj Close
2/11/2018,6388.439941
3/11/2018,6361.259766
4/11/2018,6376.129883
5/11/2018,6419.660156
6/11/2018,6461.009766
7/11/2018,6530.140137
8/11/2018,6453.720215
9/11/2018,6385.620117
10/11/2018,6409.220215
11/11/2018,6411.27002
12/11/2018,6371.27002
13/11/2018,6359.490234
14/11/2018,5738.350098
15/11/2018,5648.029785
16/11/2018,5575.549805
17/11/2018,5554.330078
18/11/2018,5623.540039
19/11/2018,4871.490234
20/11/2018,4451.870117
21/11/2018,4602.169922
22/11/2018,4365.939941
23/11/2018,4347.109863
24/11/2018,3880.76001
25/11/2018,4009.969971
26/11/2018,3779.129883
27/11/2018,3820.719971
28/11/2018,4257.419922
29/11/2018,4278.84668
30/11/2018,4017.268555
1/12/2018,4214.671875
2/12/2018,4139.87793
3/12/2018,3894.130859
4/12/2018,3956.893799
5/12/2018,3753.994873
6/12/2018,3521.101807
7/12/2018,3419.937256
8/12/2018,3476.114746
9/12/2018,3614.234375
10/12/2018,3502.656006
11/12/2018,3424.588135
12/12/2018,3486.950195
13/12/2018,3313.677246
14/12/2018,3242.484863
15/12/2018,3236.761719
16/12/2018,3252.839111
17/12/2018,3545.864746
18/12/2018,3696.059082
19/12/2018,3745.950684
20/12/2018,4134.441406
21/12/2018,3896.543701
22/12/2018,4014.182617
23/12/2018,3998.980225
24/12/2018,4078.599121
25/12/2018,3815.490723
26/12/2018,3857.297607
27/12/2018,3654.833496
28/12/2018,3923.918701
29/12/2018,3820.408691
30/12/2018,3865.952637
31/12/2018,3742.700439
1/01/2019,3843.52002
2/01/2019,3943.409424
3/01/2019,3836.741211
4/01/2019,3857.717529
5/01/2019,3845.19458
6/01/2019,4076.632568
7/01/2019,4025.248291
8/01/2019,4030.8479
9/01/2019,4035.296387
10/01/2019,3678.924561
11/01/2019,3687.365479
12/01/2019,3661.301025
13/01/2019,3552.953125
14/01/2019,3706.052246
15/01/2019,3630.675293
16/01/2019,3655.006836
17/01/2019,3678.563965
18/01/2019,3657.839355
19/01/2019,3728.568359
20/01/2019,3601.013672
21/01/2019,3576.032471
22/01/2019,3604.577148
23/01/2019,3585.123047
24/01/2019,3600.865479
25/01/2019,3599.765869
26/01/2019,3602.460449
27/01/2019,3583.96582
28/01/2019,3470.450439
29/01/2019,3448.116943
30/01/2019,3486.181641
31/01/2019,3457.792725
1/02/2019,3487.945313
2/02/2019,3521.060791
3/02/2019,3464.013428
4/02/2019,3459.154053
5/02/2019,3466.357422
6/02/2019,3413.767822
7/02/2019,3399.47168
8/02/2019,3666.780273
9/02/2019,3671.203613
10/02/2019,3690.188232
11/02/2019,3648.430664
12/02/2019,3653.528564
13/02/2019,3632.070557
14/02/2019,3616.880859
15/02/2019,3620.810791
16/02/2019,3629.787598
17/02/2019,3673.836182
18/02/2019,3915.714355
19/02/2019,3947.094482
20/02/2019,3999.820557
21/02/2019,3954.118164
22/02/2019,4005.526611
23/02/2019,4142.526855
24/02/2019,3810.42749
25/02/2019,3882.696289
26/02/2019,3854.35791
27/02/2019,3851.047363
28/02/2019,3854.7854
1/03/2019,3859.58374
2/03/2019,3864.415039
3/03/2019,3847.175781
4/03/2019,3761.557129
5/03/2019,3896.375
6/03/2019,3903.942627
7/03/2019,3911.484375
8/03/2019,3901.131592
9/03/2019,3963.313721
10/03/2019,3951.599854
11/03/2019,3905.227295
12/03/2019,3909.15625
13/03/2019,3906.717285
14/03/2019,3924.369141
15/03/2019,3960.911133
16/03/2019,4048.72583
17/03/2019,4025.229004
18/03/2019,4032.507324
19/03/2019,4071.190186
20/03/2019,4087.476318
21/03/2019,4029.326904
22/03/2019,4023.968262
23/03/2019,4035.826416
24/03/2019,4022.168213
25/03/2019,3963.070557
26/03/2019,3985.080811
27/03/2019,4087.066162
28/03/2019,4069.107178
29/03/2019,4098.374512
30/03/2019,4106.660156
31/03/2019,4105.404297
1/04/2019,4158.183105
2/04/2019,4879.87793
3/04/2019,4973.021973
4/04/2019,4922.798828
5/04/2019,5036.681152
6/04/2019,5059.817383
7/04/2019,5198.896973
8/04/2019,5289.770996
9/04/2019,5204.958496
10/04/2019,5324.551758
11/04/2019,5064.487793
12/04/2019,5089.539063
13/04/2019,5096.586426
14/04/2019,5167.722168
15/04/2019,5067.108398
16/04/2019,5235.55957
17/04/2019,5251.937988
18/04/2019,5298.385742
19/04/2019,5303.8125
20/04/2019,5337.88623
21/04/2019,5314.53125
22/04/2019,5399.365234
23/04/2019,5572.362305
24/04/2019,5464.866699
25/04/2019,5210.515625
26/04/2019,5279.348145
27/04/2019,5268.291016
28/04/2019,5285.13916
29/04/2019,5247.352539
30/04/2019,5350.726563
1/05/2019,5402.697266
2/05/2019,5505.283691
3/05/2019,5768.289551
4/05/2019,5831.16748
5/05/2019,5795.708496
6/05/2019,5746.807129
7/05/2019,5829.501465
8/05/2019,5982.45752
9/05/2019,6174.528809
10/05/2019,6378.849121
11/05/2019,7204.771484
12/05/2019,6972.371582
13/05/2019,7814.915039
14/05/2019,7994.416016
15/05/2019,8205.167969
16/05/2019,7884.90918
17/05/2019,7343.895508
18/05/2019,7271.208008
19/05/2019,8197.689453
20/05/2019,7978.309082
21/05/2019,7963.327637
22/05/2019,7680.066406
23/05/2019,7881.84668
24/05/2019,7987.371582
25/05/2019,8052.543945
26/05/2019,8673.21582
27/05/2019,8805.77832
28/05/2019,8719.961914
29/05/2019,8659.487305
30/05/2019,8319.472656
31/05/2019,8574.501953
1/06/2019,8564.016602
2/06/2019,8742.958008
3/06/2019,8208.995117
4/06/2019,7707.770996
5/06/2019,7824.231445
6/06/2019,7822.023438
7/06/2019,8043.951172
8/06/2019,7954.12793
9/06/2019,7688.077148
10/06/2019,8000.32959
11/06/2019,7927.714355
12/06/2019,8145.857422
13/06/2019,8230.923828
14/06/2019,8693.833008
15/06/2019,8838.375
16/06/2019,8994.488281
17/06/2019,9320.352539
18/06/2019,9081.762695
19/06/2019,9273.521484
20/06/2019,9527.160156
21/06/2019,10144.55664
22/06/2019,10701.69141
23/06/2019,10855.37109
24/06/2019,11011.10254
25/06/2019,11790.91699
26/06/2019,13016.23145
27/06/2019,11182.80664
28/06/2019,12407.33203
29/06/2019,11959.37109
30/06/2019,10817.15527
1/07/2019,10583.13477
2/07/2019,10801.67773
3/07/2019,11961.26953
4/07/2019,11215.4375
5/07/2019,10978.45996
6/07/2019,11208.55078
7/07/2019,11450.84668
8/07/2019,12285.95801
9/07/2019,12573.8125
10/07/2019,12156.5127
11/07/2019,11358.66211
12/07/2019,11815.98633
13/07/2019,11392.37891
14/07/2019,10256.05859
15/07/2019,10895.08984
16/07/2019,9477.641602
17/07/2019,9693.802734
18/07/2019,10666.48242
19/07/2019,10530.73242
20/07/2019,10767.13965
21/07/2019,10599.10547
22/07/2019,10343.10645
23/07/2019,9900.767578
24/07/2019,9811.925781
25/07/2019,9911.841797
26/07/2019,9870.303711
27/07/2019,9477.677734
28/07/2019,9552.860352
29/07/2019,9519.145508
30/07/2019,9607.423828
31/07/2019,10085.62793
1/08/2019,10399.66895
2/08/2019,10518.17481
3/08/2019,10821.72656
4/08/2019,10970.18457
5/08/2019,11805.65332
6/08/2019,11478.16895
7/08/2019,11941.96875
8/08/2019,11966.40723
9/08/2019,11862.93652
10/08/2019,11354.02441
11/08/2019,11523.5791
12/08/2019,11382.61621
13/08/2019,10895.83008
14/08/2019,10051.7041
15/08/2019,10311.5459
16/08/2019,10374.33887
17/08/2019,10231.74414
18/08/2019,10345.81055
19/08/2019,10916.05371
20/08/2019,10763.23242
21/08/2019,10138.04981
22/08/2019,10131.05566
23/08/2019,10407.96484
24/08/2019,10159.96094
25/08/2019,10138.51758
26/08/2019,10370.82031
27/08/2019,10185.5
28/08/2019,9754.422852
29/08/2019,9510.200195
30/08/2019,9598.173828
31/08/2019,9630.664063
1/09/2019,9757.970703
2/09/2019,10346.76074
3/09/2019,10623.54004
4/09/2019,10594.49316
5/09/2019,10575.5332
6/09/2019,10353.30273
7/09/2019,10517.25488
8/09/2019,10441.27637
9/09/2019,10334.97461
10/09/2019,10115.97559
11/09/2019,10178.37207
12/09/2019,10410.12695
13/09/2019,10360.54688
14/09/2019,10358.04883
15/09/2019,10347.71289
16/09/2019,10276.79395
17/09/2019,10241.27246
18/09/2019,10198.24805
19/09/2019,10266.41504
20/09/2019,10181.6416
21/09/2019,10019.7168
22/09/2019,10070.39258
23/09/2019,9729.324219
24/09/2019,8620.566406
25/09/2019,8486.993164
26/09/2019,8118.967773
27/09/2019,8251.845703
28/09/2019,8245.915039
29/09/2019,8104.185547
30/09/2019,8293.868164
1/10/2019,8343.276367
2/10/2019,8393.041992
3/10/2019,8259.992188
4/10/2019,8205.939453
5/10/2019,8151.500488
6/10/2019,7988.155762
7/10/2019,8245.623047
8/10/2019,8228.783203
9/10/2019,8595.740234
10/10/2019,8586.473633
11/10/2019,8321.756836
12/10/2019,8336.555664
13/10/2019,8321.005859
14/10/2019,8374.686523
15/10/2019,8205.369141
16/10/2019,8047.526855
17/10/2019,8103.911133
18/10/2019,7973.20752
19/10/2019,7988.560547
20/10/2019,8222.078125
21/10/2019,8243.720703
22/10/2019,8078.203125
23/10/2019,7514.671875
24/10/2019,7493.48877
25/10/2019,8660.700195
26/10/2019,9244.972656
27/10/2019,9551.714844
28/10/2019,9256.148438
29/10/2019,9427.6875
30/10/2019,9205.726563
31/10/2019,9199.584961
1/11/2019,9261.104492
2/11/2019,9324.717773
3/11/2019,9235.354492
4/11/2019,9412.612305
5/11/2019,9342.527344
6/11/2019,9360.879883
7/11/2019,9267.561523
8/11/2019,8804.880859
9/11/2019,8813.582031
10/11/2019,9055.526367
11/11/2019,8757.788086
12/11/2019,8815.662109
13/11/2019,8808.262695
14/11/2019,8708.094727
15/11/2019,8491.992188
16/11/2019,8550.760742
17/11/2019,8577.975586
18/11/2019,8309.286133
19/11/2019,8206.145508
20/11/2019,8027.268066
21/11/2019,7642.75
22/11/2019,7296.577637
23/11/2019,7397.796875
24/11/2019,7047.916992
25/11/2019,7146.133789
26/11/2019,7218.371094
27/11/2019,7531.663574
28/11/2019,7463.105957
29/11/2019,7761.243652
30/11/2019,7569.629883
1/12/2019,7424.29248
2/12/2019,7321.988281
3/12/2019,7320.145508
4/12/2019,7252.034668
5/12/2019,7448.307617
6/12/2019,7546.996582
7/12/2019,7556.237793
8/12/2019,7564.345215
9/12/2019,7400.899414
10/12/2019,7278.119629
11/12/2019,7217.427246
12/12/2019,7243.134277
13/12/2019,7269.68457
14/12/2019,7124.673828
15/12/2019,7152.301758
16/12/2019,6932.480469
17/12/2019,6640.515137
18/12/2019,7276.802734
19/12/2019,7202.844238
20/12/2019,7218.816406
21/12/2019,7191.158691
22/12/2019,7511.588867
23/12/2019,7355.628418
24/12/2019,7322.532227
25/12/2019,7275.155762
26/12/2019,7238.966797
27/12/2019,7290.088379
28/12/2019,7317.990234
29/12/2019,7422.652832
30/12/2019,7292.995117
31/12/2019,7193.599121
1/01/2020,7200.174316
2/01/2020,6985.470215
3/01/2020,7344.884277
4/01/2020,7410.656738
5/01/2020,7411.317383
6/01/2020,7769.219238
7/01/2020,8163.692383
8/01/2020,8079.862793
9/01/2020,7879.071289
10/01/2020,8166.554199
11/01/2020,8037.537598
12/01/2020,8192.494141
13/01/2020,8144.194336
14/01/2020,8827.764648
15/01/2020,8807.010742
16/01/2020,8723.786133
17/01/2020,8929.038086
18/01/2020,8942.808594
19/01/2020,8706.245117
20/01/2020,8657.642578
21/01/2020,8745.894531
22/01/2020,8680.875977
23/01/2020,8406.515625
24/01/2020,8445.43457
25/01/2020,8367.847656
26/01/2020,8596.830078
27/01/2020,8909.819336
28/01/2020,9358.589844
29/01/2020,9316.629883
30/01/2020,9508.993164
31/01/2020,9350.529297
1/02/2020,9392.875
2/02/2020,9344.365234
3/02/2020,9293.521484
4/02/2020,9180.962891
5/02/2020,9613.423828
6/02/2020,9729.801758
7/02/2020,9795.943359
8/02/2020,9865.119141
9/02/2020,10116.67383
10/02/2020,9856.611328
11/02/2020,10208.23633
12/02/2020,10326.05469
13/02/2020,10214.37988
14/02/2020,10312.11621
15/02/2020,9889.424805
16/02/2020,9934.433594
17/02/2020,9690.142578
18/02/2020,10141.99609
19/02/2020,9633.386719
20/02/2020,9608.475586
21/02/2020,9686.441406
22/02/2020,9663.181641
23/02/2020,9924.515625
24/02/2020,9650.174805
25/02/2020,9341.705078
26/02/2020,8820.522461
27/02/2020,8784.494141
28/02/2020,8672.455078
29/02/2020,8599.508789
1/03/2020,8562.454102
2/03/2020,8869.669922
3/03/2020,8787.786133
4/03/2020,8755.246094
5/03/2020,9078.762695
6/03/2020,9122.545898
7/03/2020,8909.954102
8/03/2020,8108.116211
9/03/2020,7923.644531
10/03/2020,7909.729492
11/03/2020,7911.430176
12/03/2020,4970.788086
13/03/2020,5563.707031
14/03/2020,5200.366211
15/03/2020,5392.314941
16/03/2020,5014.47998
17/03/2020,5225.629395
18/03/2020,5238.438477
19/03/2020,6191.192871
20/03/2020,6198.77832
21/03/2020,6185.066406
22/03/2020,5830.254883
23/03/2020,6416.314941
24/03/2020,6734.803711
25/03/2020,6681.062988
26/03/2020,6716.44043
27/03/2020,6469.79834
28/03/2020,6242.193848
29/03/2020,5922.042969
30/03/2020,6429.841797
31/03/2020,6438.644531
1/04/2020,6606.776367
2/04/2020,6793.624512
3/04/2020,6733.387207
4/04/2020,6867.527344
5/04/2020,6791.129395
6/04/2020,7271.78125
7/04/2020,7176.414551
8/04/2020,7334.098633
9/04/2020,7302.089355
10/04/2020,6865.493164
11/04/2020,6859.083008
12/04/2020,6971.091797
13/04/2020,6845.037598
14/04/2020,6842.427734
15/04/2020,6642.109863
16/04/2020,7116.804199
17/04/2020,7096.18457
18/04/2020,7257.665039
19/04/2020,7189.424805
20/04/2020,6881.958496
21/04/2020,6880.323242
22/04/2020,7117.20752
23/04/2020,7429.724609
24/04/2020,7550.900879
25/04/2020,7569.936035
26/04/2020,7679.867188
27/04/2020,7795.601074
28/04/2020,7807.058594
29/04/2020,8801.038086
30/04/2020,8658.553711
1/05/2020,8864.766602
2/05/2020,8988.59668
3/05/2020,8897.46875
4/05/2020,8912.654297
5/05/2020,9003.070313
6/05/2020,9268.761719
7/05/2020,9951.518555
8/05/2020,9842.666016
9/05/2020,9593.896484
10/05/2020,8756.430664
11/05/2020,8601.795898
12/05/2020,8804.477539
13/05/2020,9269.987305
14/05/2020,9733.72168
15/05/2020,9328.197266
16/05/2020,9377.013672
17/05/2020,9670.739258
18/05/2020,9726.575195
19/05/2020,9729.038086
20/05/2020,9522.981445
21/05/2020,9081.761719
22/05/2020,9182.577148
23/05/2020,9209.287109
24/05/2020,8790.368164
25/05/2020,8906.93457
26/05/2020,8835.052734
27/05/2020,9181.017578
28/05/2020,9525.750977
29/05/2020,9439.124023
30/05/2020,9700.414063
31/05/2020,9461.058594
1/06/2020,10167.26856
2/06/2020,9529.803711
3/06/2020,9656.717773
4/06/2020,9800.636719
5/06/2020,9665.533203
6/06/2020,9653.679688
7/06/2020,9758.852539
8/06/2020,9771.489258
9/06/2020,9795.700195
10/06/2020,9870.094727
11/06/2020,9321.78125
12/06/2020,9480.84375
13/06/2020,9475.277344
14/06/2020,9386.788086
15/06/2020,9450.702148
16/06/2020,9538.024414
17/06/2020,9480.254883
18/06/2020,9411.84082
19/06/2020,9288.018555
20/06/2020,9332.34082
21/06/2020,9303.629883
22/06/2020,9648.717773
23/06/2020,9629.658203
24/06/2020,9313.610352
25/06/2020,9264.813477
26/06/2020,9162.917969
27/06/2020,9045.390625
28/06/2020,9143.582031
29/06/2020,9190.854492
30/06/2020,9137.993164
1/07/2020,9228.325195
2/07/2020,9123.410156
3/07/2020,9087.303711
4/07/2020,9132.488281
5/07/2020,9073.942383
6/07/2020,9375.474609
7/07/2020,9252.277344
8/07/2020,9428.333008
9/07/2020,9277.967773
10/07/2020,9278.807617
11/07/2020,9240.34668
12/07/2020,9276.5
13/07/2020,9243.614258
14/07/2020,9243.213867
15/07/2020,9192.836914
16/07/2020,9132.227539
17/07/2020,9151.392578
18/07/2020,9159.040039
19/07/2020,9185.817383
20/07/2020,9164.231445
21/07/2020,9374.887695
22/07/2020,9525.363281
23/07/2020,9581.072266
24/07/2020,9536.892578
25/07/2020,9677.113281
26/07/2020,9905.166992
27/07/2020,10990.87305
28/07/2020,10912.82324
29/07/2020,11100.46777
30/07/2020,11111.21387
31/07/2020,11323.4668
1/08/2020,11759.59277
2/08/2020,11053.61426
3/08/2020,11246.34863
4/08/2020,11205.89258
5/08/2020,11747.02246
6/08/2020,11779.77344
7/08/2020,11601.47266
8/08/2020,11754.0459
9/08/2020,11675.73926
10/08/2020,11878.11133
11/08/2020,11410.52539
12/08/2020,11584.93457
13/08/2020,11784.1377
14/08/2020,11768.87109
15/08/2020,11865.69824
16/08/2020,11892.80371
17/08/2020,12254.40234
18/08/2020,11991.2334
19/08/2020,11758.2832
20/08/2020,11878.37207
21/08/2020,11592.48926
22/08/2020,11681.8252
23/08/2020,11664.84766
24/08/2020,11774.5957
25/08/2020,11366.13477
26/08/2020,11488.36328
27/08/2020,11323.39746
28/08/2020,11542.5
29/08/2020,11506.86523
30/08/2020,11711.50586
31/08/2020,11680.82031
1/09/2020,11970.47852
2/09/2020,11414.03418
3/09/2020,10245.29688
4/09/2020,10511.81348
5/09/2020,10169.56738
6/09/2020,10280.35156
7/09/2020,10369.56348
8/09/2020,10131.5166
9/09/2020,10242.34766
10/09/2020,10363.13867
11/09/2020,10400.91504
12/09/2020,10442.1709
13/09/2020,10323.75586
14/09/2020,10680.83789
15/09/2020,10796.95117
16/09/2020,10974.90527
17/09/2020,10948.99023
18/09/2020,10944.58594
19/09/2020,11094.34668
20/09/2020,10938.27148
21/09/2020,10462.25977
22/09/2020,10538.45996
23/09/2020,10246.18652
24/09/2020,10760.06641
25/09/2020,10692.7168
26/09/2020,10750.72363
27/09/2020,10775.26953
28/09/2020,10709.65234
29/09/2020,10844.64063
30/09/2020,10784.49121
1/10/2020,10619.45215
2/10/2020,10575.97461
3/10/2020,10549.3291
4/10/2020,10669.58301
5/10/2020,10793.33984
6/10/2020,10604.40625
7/10/2020,10668.96875
8/10/2020,10915.68555
9/10/2020,11064.45801
10/10/2020,11296.36133
11/10/2020,11384.18164
12/10/2020,11555.36328
13/10/2020,11425.89941
14/10/2020,11429.50684
15/10/2020,11495.34961
16/10/2020,11322.12305
17/10/2020,11358.10156
18/10/2020,11483.35938
19/10/2020,11742.03711
20/10/2020,11916.33496
21/10/2020,12823.68945
22/10/2020,12965.8916
23/10/2020,12931.53906
24/10/2020,13108.0625
25/10/2020,13031.17383
26/10/2020,13075.24805
27/10/2020,13654.21875
28/10/2020,13271.28516
29/10/2020,13437.88281
30/10/2020,13546.52246
31/10/2020,13780.99512
1/11/2020,13737.10938
2/11/2020,13550.48926
3/11/2020,13950.30078
4/11/2020,14133.70703
5/11/2020,15579.84863
6/11/2020,15565.88086
7/11/2020,14833.75391
8/11/2020,15479.56738
9/11/2020,15332.31543
10/11/2020,15290.90234
11/11/2020,15701.33984
12/11/2020,16276.34375
13/11/2020,16317.80859
14/11/2020,16068.13867
15/11/2020,15955.58789
16/11/2020,16716.11133
17/11/2020,17645.40625
18/11/2020,17804.00586
19/11/2020,17817.08984
20/11/2020,18621.31445
21/11/2020,18642.23242
22/11/2020,18370.00195
23/11/2020,18364.12109
24/11/2020,19107.46484
25/11/2020,18732.12109
26/11/2020,17150.62305
27/11/2020,17108.40234
28/11/2020,17717.41406
29/11/2020,18177.48438
30/11/2020,19625.83594
1/12/2020,18802.99805
2/12/2020,19201.0918
3/12/2020,19445.39844
4/12/2020,18699.76563
5/12/2020,19154.23047
6/12/2020,19345.12109
7/12/2020,19191.63086
8/12/2020,18321.14453
9/12/2020,18553.91602
10/12/2020,18264.99219
11/12/2020,18058.9043
12/12/2020,18803.65625
13/12/2020,19142.38281
14/12/2020,19246.64453
15/12/2020,19417.07617
16/12/2020,21310.59766
17/12/2020,22805.16211
18/12/2020,23137.96094
19/12/2020,23869.83203
20/12/2020,23477.29492
21/12/2020,22803.08203
22/12/2020,23783.0293
23/12/2020,23241.3457
24/12/2020,23735.94922
25/12/2020,24664.79102
26/12/2020,26437.03711
27/12/2020,26272.29492
28/12/2020,27084.80859
29/12/2020,27362.4375
30/12/2020,28840.95313
31/12/2020,29001.7207
1/01/2021,29374.15234
2/01/2021,32127.26758
3/01/2021,32782.02344
4/01/2021,31971.91406
5/01/2021,33992.42969
6/01/2021,36824.36328
7/01/2021,39371.04297
8/01/2021,40797.60938
9/01/2021,40254.54688
10/01/2021,38356.44141
11/01/2021,35566.65625
12/01/2021,33922.96094
13/01/2021,37316.35938
14/01/2021,39187.32813
15/01/2021,36825.36719
16/01/2021,36178.14063
17/01/2021,35791.27734
18/01/2021,36630.07422
19/01/2021,36069.80469
20/01/2021,35547.75
21/01/2021,30825.69922
22/01/2021,33005.76172
23/01/2021,32067.64258
24/01/2021,32289.37891
25/01/2021,32366.39258
26/01/2021,32569.84961
27/01/2021,30432.54688
28/01/2021,33466.09766
29/01/2021,34316.38672
30/01/2021,34269.52344
31/01/2021,33114.35938
1/02/2021,33537.17578
2/02/2021,35510.28906
3/02/2021,37472.08984
4/02/2021,36926.06641
5/02/2021,38144.30859
6/02/2021,39266.01172
7/02/2021,38903.44141
8/02/2021,46196.46484
9/02/2021,46481.10547
10/02/2021,44918.18359
11/02/2021,47909.33203
12/02/2021,47504.85156
13/02/2021,47105.51563
14/02/2021,48717.28906
15/02/2021,47945.05859
16/02/2021,49199.87109
17/02/2021,52149.00781
18/02/2021,51679.79688
19/02/2021,55888.13281
20/02/2021,56099.51953
21/02/2021,57539.94531
22/02/2021,54207.32031
23/02/2021,48824.42578
24/02/2021,49705.33203
25/02/2021,47093.85156
26/02/2021,46339.76172
27/02/2021,46188.45313
28/02/2021,45137.76953
1/03/2021,49631.24219
2/03/2021,48378.98828
3/03/2021,50538.24219
4/03/2021,48561.16797
5/03/2021,48927.30469
6/03/2021,48912.38281
7/03/2021,51206.69141
8/03/2021,52246.52344
9/03/2021,54824.11719
10/03/2021,56008.55078
11/03/2021,57805.12109
12/03/2021,57332.08984
13/03/2021,61243.08594
14/03/2021,59302.31641
15/03/2021,55907.19922
16/03/2021,56804.90234
17/03/2021,58870.89453
18/03/2021,57858.92188
19/03/2021,58346.65234
20/03/2021,58313.64453
21/03/2021,57523.42188
22/03/2021,54529.14453
23/03/2021,54738.94531
24/03/2021,52774.26563
25/03/2021,51704.16016
26/03/2021,55137.3125
27/03/2021,55973.51172
28/03/2021,55950.74609
29/03/2021,57750.19922
30/03/2021,58917.69141
31/03/2021,58918.83203
1/04/2021,59095.80859
2/04/2021,59384.3125
3/04/2021,57603.89063
4/04/2021,58758.55469
5/04/2021,59057.87891
6/04/2021,58192.35938
7/04/2021,56048.9375
8/04/2021,58323.95313
9/04/2021,58245.00391
10/04/2021,59793.23438
11/04/2021,60204.96484
12/04/2021,59893.45313
13/04/2021,63503.45703
14/04/2021,63109.69531
15/04/2021,63314.01172
16/04/2021,61572.78906
17/04/2021,60683.82031
18/04/2021,56216.18359
19/04/2021,55724.26563
20/04/2021,56473.03125
21/04/2021,53906.08984
22/04/2021,51762.27344
23/04/2021,51093.65234
24/04/2021,50050.86719
25/04/2021,49004.25391
26/04/2021,54021.75391
27/04/2021,55033.11719
28/04/2021,54824.70313
29/04/2021,53555.10938
30/04/2021,57750.17578
1/05/2021,57828.05078
2/05/2021,56631.07813
3/05/2021,57200.29297
4/05/2021,53333.53906
5/05/2021,57424.00781
6/05/2021,56396.51563
7/05/2021,57356.40234
8/05/2021,58803.77734
9/05/2021,58232.31641
10/05/2021,55859.79688
11/05/2021,56704.57422
12/05/2021,49150.53516
13/05/2021,49716.19141
14/05/2021,49880.53516
15/05/2021,46760.1875
16/05/2021,46456.05859
17/05/2021,43537.51172
18/05/2021,42909.40234
19/05/2021,37002.44141
20/05/2021,40782.73828
21/05/2021,37304.69141
22/05/2021,37536.63281
23/05/2021,34770.58203
24/05/2021,38705.98047
25/05/2021,38402.22266
26/05/2021,39294.19922
27/05/2021,38436.96875
28/05/2021,35697.60547
29/05/2021,34616.06641
30/05/2021,35678.12891
31/05/2021,37332.85547
1/06/2021,36684.92578
2/06/2021,37575.17969
3/06/2021,39208.76563
4/06/2021,36894.40625
5/06/2021,35551.95703
6/06/2021,35862.37891
7/06/2021,33560.70703
8/06/2021,33472.63281
9/06/2021,37345.12109
10/06/2021,36702.59766
11/06/2021,37334.39844
12/06/2021,35552.51563
13/06/2021,39097.85938
14/06/2021,40218.47656
15/06/2021,40406.26953
16/06/2021,38347.0625
17/06/2021,38053.50391
18/06/2021,35787.24609
19/06/2021,35615.87109
20/06/2021,35698.29688
21/06/2021,31676.69336
22/06/2021,32505.66016
23/06/2021,33723.02734
24/06/2021,34662.4375
25/06/2021,31637.7793
26/06/2021,32186.27734
27/06/2021,34649.64453
28/06/2021,34434.33594
29/06/2021,35867.77734
30/06/2021,35040.83594
1/07/2021,33572.11719
2/07/2021,33897.04688
3/07/2021,34668.54688
4/07/2021,35287.78125
5/07/2021,33746.00391
6/07/2021,34235.19531
7/07/2021,33855.32813
8/07/2021,32877.37109
9/07/2021,33798.01172
10/07/2021,33520.51953
11/07/2021,34240.1875
